term		index			df
一把手		166		8
一抓		167		5
一抹		168		24
一招		169		20
一拳		170		19
一换		171		10
一掌		172		11
一排		173		13
一提		174		8
一摸		175		12
一支		176		18
一文不值		177		6
一斤		178		14
一方		179		18
一方面		180		12
一旁		181		9
一族		182		18
一无是处		183		11
一日		184		11
一旦		185		39
一早		186		6
一时		187		35
一是		188		21
一晃		189		14
一晚		190		6
一曲		191		6
一月		192		11
一有		193		11
一朝		194		5
一期		195		13
一本		196		32
一本正经		197		6
一朵		198		17
一朵花		199		7
一条		200		102
一来		201		32
一杯		202		11
一枚		203		20
一枝梅		204		8
一枝花		205		5
一枪		206		74
一架		207		6
一查		208		7
一样		209		697
一根		210		48
一桌		211		5
一桶		212		5
一梦		213		5
一棵		214		6
一楼		215		54
一模一样		216		92
一樣		217		17
一次		218		337
一次性		219		13
一次次		220		7
一款		221		13
一步		222		68
一步步		223		16
一死		224		16
一段		225		156
一段时间		226		32
一比		227		21
一毛钱		228		5
一波		229		7
一流		230		68
一滴		231		14
一演		232		6
一炮		233		17
一点		234		655
一点儿		235		32
一点点		236		88
一片		237		59
一版		238		19
一物		239		7
一物降		240		6
一环		241		6
一班		242		23
一瓶		243		9
一生		244		147
一生一世		245		11
一男一女		246		7
一番		247		28
一百		248		23
一百万		249		11
一百个		250		12
一百倍		251		12
一百块		252		6
一百多		253		17
一百多万		254		5
一百年		255		7
一百次		256		6
一百遍		257		10
一盒		258		8
一直		259		558
一看		260		287
一眼		261		67
一瞬间		262		37
一碗		263		17
一票		264		5
一种		265		254
一秒		266		50
一秒钟		267		9
一窝		268		7
一站		269		20
一笑		270		52
一笔		271		11
一笔带过		272		6
一等		273		5
一箩筐		274		6
一箭		275		8
一篇		276		13
一米		277		12
一类		278		15
一粒		279		6
一系列		280		21
一级		281		47
一线		282		28
一组		283		5
一绝		284		10
一缕		285		11
一群		286		210
一老		287		6
一而再		288		6
一肚子		289		6
一股		290		34
一脑		291		9
一脚		292		51
一脸		293		91
一腿		294		36
一致		295		22
一般		296		409
一般来说		297		9
一般般		298		47
一般见识		299		8
一节		300		6
一行		301		17
一袋		302		7
一见		303		18
一见钟情		304		26
一角		305		10
一触即发		306		6
一词		307		11
一说		308		47
一贯		309		13
一贱		310		7
一走		311		5
一起		312		585
一趟		313		7
一路		314		45
一路上		315		5
一身		316		71
一车		317		15
一转		318		5
一转眼		319		24
一辆		320		30
一辆车		321		7
一辈		322		19
一辈子		323		150
一边		324		122
一连		325		6
一通		326		11
一遇		327		5
一遍		328		248
一道		329		18
一部		330		531
一部分		331		40
一锅		332		5
一锅粥		333		5
一门		334		10
一间		335		5
一队		336		6
一阵		337		21
一集		338		454
一面		339		52
一页		340		11
一顿		341		62
一顿饭		342		5
一颗		343		57
一颦一笑		344		5
一首		345		19
一首歌		346		11
一點		347		7
一齐		348		7
丁丁		349		14
丁力		350		5
丁字裤		351		5
丁春秋		352		5
七七		353		25
七个		354		20
七仙女		355		15
七侠		356		5
七侠五义		357		5
七八		358		5
七八年		359		9
七八遍		360		7
七分		361		6
七十多		362		5
七十年代		363		7
七号		364		7
七哥		365		9
七夕		366		6
七夜		367		6
七年		368		25
七彩		369		8
七星		370		5
七月		371		17
七爷		372		5
七集		373		9
七龙珠		374		6
万一		375		31
万万		376		14
万万岁		377		6
万两		378		6
万事		379		6
万事兴		380		5
万事如意		381		6
万人		382		23
万元		383		5
万分		384		8
万千		385		8
万块		386		6
万多		387		12
万岁		388		63
万年		389		23
万总爱		390		5
万恶		391		19
万物		392		12
万琦雯		393		5
万福		394		5
万绮雯		395		17
万能		396		17
万般		397		5
万茜		398		5
万里		399		9
万骨		400		5
丈夫		401		88
丈母娘		402		25
三万		403		6
三世		404		7
三个		405		248
三人		406		22
三代		407		15
三位		408		13
三八		409		30
三公主		410		8
三分		411		17
三分之一		412		9
三分之二		413		5
三分钟		414		17
三十		415		28
三十万		416		5
三十多		417		8
三十多岁		418		5
三十岁		419		12
三十年		420		12
三十秒		421		8
三千		422		16
三叔		423		8
三口		424		15
三只		425		8
三叶草		426		5
三号		427		10
三品		428		7
三哥		429		29
三四		430		6
三四个		431		5
三四遍		432		5
三国		433		61
三国演义		434		9
三块		435		5
三大		436		9
三天		437		23
三妹		438		6
三妻四妾		439		11
三姐		440		5
三季		441		10
三宝		442		9
三家		443		7
三岁		444		25
三年		445		60
三年级		446		5
三星		447		35
三更半夜		448		6
三月		449		9
三枪		450		5
三次		451		31
三步		452		10
三毛		453		7
三流		454		23
三清		455		6
三点		456		6
三爷		457		13
三生		458		13
三界		459		10
三百年		460		5
三级		461		12
三级片		462		9
三线		463		5
三观		464		57
三角		465		10
三角恋		466		17
三遍		467		55
三部		468		66
三部曲		469		12
三集		470		35
上万		471		5
上下		472		32
上个		473		6
上任		474		8
上传		475		13
上位		476		38
上前		477		5
上升		478		7
上去		479		75
上古		480		11
上司		481		31
上吊		482		11
上善若水		483		6
上天		484		27
上头		485		5
上学		486		53
上学时		487		5
上官		488		50
上将		489		15
上尉		490		17
上山		491		9
上市		492		8
上帝		493		52
上床		494		59
上弦		495		7
上当		496		9
上扬		497		6
上报		498		5
上播		499		8
上方		500		7
上映		501		52
上朝		502		5
上来		503		84
上校		504		21
上档次		505		10
上次		506		36
上流社会		507		8
上海		508		66
上海滩		509		22
上演		510		38
上火		511		13
上班		512		69
上班族		513		5
上瘾		514		21
上等兵		515		5
上级		516		33
上纲上线		517		6
上线		518		10
上网		519		39
上街		520		8
上衣		521		9
上诉		522		5
上课		523		27
上身		524		11
上车		525		20
上辈子		526		14
上边		527		17
上部		528		19
上钩		529		5
上镜		530		16
上门		531		12
上阵		532		12
上集		533		40
上面		534		182
下一代		535		13
下三滥		536		8
下个		537		22
下乡		538		6
下人		539		6
下令		540		7
下凡		541		11
下午		542		29
下半身		543		8
下去		544		342
下台		545		13
下回		546		6
下场		547		36
下垂		548		9
下属		549		21
下山		550		8
下岗		551		6
下巴		552		58
下意识		553		5
下手		554		27
下文		555		6
下来		556		195
下架		557		9
下棋		558		11
下楼		559		6
下次		560		53
下毒		561		16
下水		562		11
下水道		563		7
下流		564		15
下班		565		13
下级		566		5
下结论		567		5
下药		568		7
下葬		569		6
下蛋		570		5
下贱		571		22
下跪		572		18
下載		573		10
下车		574		27
下载		575		232
下辈子		576		13
下部		577		16
下降		578		13
下限		579		16
下集		580		15
下雨		581		44
下雨天		582		9
下雪		583		17
下面		584		128
不上		585		27
不下		586		49
不丑		587		22
不中用		588		5
不为		589		7
不为过		590		9
不久		591		42
不乏		592		7
不乐意		593		9
不乖		594		7
不买		595		12
不乱		596		8
不了		597		467
不争气		598		14
不二		599		7
不亏		600		6
不亚于		601		5
不仅		602		69
不仅仅		603		12
不介意		604		7
不会		605		646
不伦不类		606		18
不但		607		42
不住		608		78
不作		609		17
不俗		610		6
不保		611		6
不信		612		55
不倦		613		6
不值		614		42
不值钱		615		17
不假		616		21
不停		617		54
不像		618		231
不先		619		7
不光		620		36
不入		621		9
不入流		622		8
不全		623		15
不全是		624		7
不公		625		8
不关		626		7
不再		627		68
不写		628		8
不准		629		44
不凡		630		9
不出		631		50
不分		632		17
不切实际		633		15
不到		634		388
不剧		635		7
不动		636		28
不单		637		5
不卖		638		8
不卡		639		75
不厌		640		53
不去		641		94
不及		642		15
不及格		643		5
不发		644		9
不取		645		6
不受		646		6
不变		647		37
不可		648		101
不可一世		649		5
不可否认		650		10
不可多得		651		6
不可思议		652		35
不可收拾		653		6
不可理喻		654		19
不可磨灭		655		7
不吃		656		42
不吃不喝		657		5
不合		658		32
不合情理		659		11
不合理		660		67
不合逻辑		661		21
不同		662		251
不同于		663		10
不吐		664		5
不向		665		6
不听话		666		12
不哭		667		5
不善		668		6
不喜		669		32
不喜歡		670		5
不在乎		671		24
不在意		672		7
不坏		673		32
不堪		674		17
不堪一击		675		8
不堪入目		676		10
不堪回首		677		5
不多		678		39
不够		679		284
不够看		680		8
不大		681		14
不太		682		111
不太会		683		5
不太可能		684		7
不太好		685		60
不太懂		686		5
不失		687		8
不失为		688		6
不好		689		538
不好受		690		14
不好意思		691		63
不好玩		692		15
不如		693		419
不如意		694		6
不如说		695		5
不如说是		696		6
不姓		697		5
不孕		698		8
不孝		699		21
不安		700		10
不宜		701		5
不容		702		14
不对劲		703		25
不小		704		37
不少		705		183
不尽		706		5
不屈		707		6
不屑		708		7
不差		709		28
不已		710		11
不帅		711		70
不带		712		47
不帮		713		6
不干		714		16
不平		715		7
不幸		716		31
不开		717		10
不弃		718		33
不强		719		6
不当		720		30
不往		721		10
不得		722		87
不得不		723		150
不得了		724		57
不得好死		725		26
不得已		726		13
不必		727		42
不忍		728		73
不忍心		729		19
不忠		730		6
不快		731		24
不怎么		732		233
不怎么样		733		138
不怕		734		175
不怕死		735		23
不怪		736		15
不悔		737		7
不惜		738		17
不想		739		456
不感兴趣		740		5
不愧		741		82
不愧为		742		15
不愿		743		32
不懂事		744		44
不懂装懂		745		10
不成		746		64
不戴		747		6
不折不扣		748		8
不招		749		6
不择手段		750		23
不换		751		20
不换个		752		9
不接		753		7
不提		754		6
不播		755		9
不收		756		7
不改		757		11
不放		758		14
不放过		759		18
不救		760		8
不敢		761		196
不敢恭维		762		39
不敢相信		763		21
不整		764		7
不断		765		58
不明		766		21
不明不白		767		9
不易		768		35
不是		769		709
不是太好		770		9
不显		771		5
不曾		772		18
不會		773		10
不有		774		5
不服		775		42
不朽		776		8
不杀		777		23
不来		778		45
不查		779		10
不止		780		85
不止一次		781		8
不正		782		14
不正经		783		7
不死		784		64
不比		785		25
不活		786		9
不济		787		7
不清		788		15
不温不火		789		5
不满		790		17
不演		791		47
不火		792		15
不灭		793		7
不灵		794		5
不点		795		5
不烂		796		5
不烦		797		12
不热		798		8
不然		799		221
不然的话		800		5
不熟		801		9
不爱		802		59
不爽		803		122
不理		804		21
不甘		805		5
不生		806		12
不用		807		342
不用说		808		34
不用谢		809		11
不由		810		9
不由自主		811		8
不男不女		812		6
不留		813		19
不疼		814		8
不痛		815		6
不直		816		5
不相上下		817		5
不相干		818		5
不看		819		296
不知		820		241
不知不觉		821		21
不知好歹		822		11
不知廉耻		823		10
不知悔改		824		5
不知所云		825		7
不知所谓		826		11
不知足		827		6
不破		828		6
不禁		829		13
不离		830		31
不笑		831		8
不符		832		26
不算		833		126
不算什么		834		19
不管		835		314
不管怎么		836		23
不管怎样		837		7
不累		838		20
不红		839		20
不经		840		6
不经意		841		5
不给力		842		36
不缺		843		15
不羁		844		9
不美		845		24
不老		846		18
不耐烦		847		5
不肯		848		30
不育		849		6
不胜		850		5
不能		851		660
不能不		852		45
不能不要		853		33
不能自己		854		5
不腻		855		57
不自在		856		8
不自量力		857		9
不至于		858		78
不舍		859		9
不良		860		5
不萌		861		8
不落		862		8
不行		863		397
不装		864		10
不要		865		619
不要命		866		12
不要紧		867		6
不要脸		868		214
不覺		869		5
不见		870		115
不见得		871		19
不觉		872		10
不解		873		17
不认		874		12
不讨喜		875		12
不让		876		192
不讲理		877		24
不讲道理		878		13
不许		879		38
不论		880		38
不论是		881		7
不识		882		6
不该		883		117
不语		884		14
不说		885		98
不谢		886		10
不象		887		12
不负		888		10
不负责任		889		27
不败		890		19
不贱		891		5
不贵		892		5
不赖		893		34
不起		894		55
不起眼		895		5
不足		896		50
不轻		897		15
不输		898		7
不过		899		643
不过如此		900		9
不进		901		15
不远		902		14
不连贯		903		13
不送		904		7
不选		905		8
不通		906		27
不造		907		6
不過		908		12
不道德		909		10
不配		910		128
不酷		911		5
不錯		912		17
不锈钢		913		6
不错		914		694
不错呀		915		27
不长		916		15
不问		917		22
不难		918		9
不露		919		6
不靠		920		55
不顶		921		8
不顺		922		12
不顾		923		49
不顾一切		924		9
不食		925		7
不高		926		24
与众不同		927		11
与其		928		10
与其说		929		6
与否		930		9
与子偕老		931		5
与生俱来		932		8
丐帮		933		10
丑丑		934		9
丑人		935		6
丑八怪		936		30
丑到		937		21
丑化		938		31
丑女		939		59
丑小鸭		940		6
丑得		941		13
丑恶		942		15
丑成		943		6
丑死		944		68
丑点		945		25
丑爆		946		24
丑男		947		12
丑角		948		7
丑闻		949		6
丑陋		950		29
专一		951		24
专业		952		136
专业户		953		28
专为		954		8
专卖		955		5
专家		956		29
专属		957		20
专心		958		9
专情		959		16
专案组		960		5
专注		961		15
专用		962		12
专辑		963		14
专门		964		106
且不说		965		7
世上		966		82
世事		967		13
世人		968		23
世俗		969		10
世勋		970		8
世外		971		6
世子		972		5
世家		973		11
世界		974		334
世界末日		975		13
世界观		976		12
世纪		977		61
世道		978		13
世间		979		39
世风日下		980		5
业余		981		32
业务		982		5
丛林		983		5
东东		984		53
东亚		985		5
东京		986		25
东北		987		98
东北军		988		6
东南		989		5
东南亚		990		10
东厂		991		7
东哥		992		12
东方		993		37
东方不败		994		21
东来		995		5
东林		996		5
东汉		997		7
东海		998		15
东游记		999		7
东瀛		1000		8
东莞		1001		11
东西		1002		507
东风		1003		10
丝丝		1004		10
丝毫		1005		14
丝绸		1006		6
丝袜		1007		23
丞琳		1008		7
丞相		1009		13
丢下		1010		7
丢人		1011		71
丢人现眼		1012		15
丢失		1013		6
丢掉		1014		5
丢脸		1015		37
两三遍		1016		5
两下		1017		19
两个		1018		537
两人		1019		140
两代		1020		5
两位		1021		62
两分钟		1022		12
两半		1023		5
两口		1024		11
两口子		1025		25
两句		1026		33
两句话		1027		10
两只		1028		19
两只手		1029		9
两周		1030		10
两回事		1031		6
两大		1032		11
两天		1033		32
两头		1034		10
两女		1035		6
两姐妹		1036		9
两字		1037		10
两季		1038		22
两家		1039		18
两对		1040		10
两岁		1041		11
两年		1042		68
两情相悦		1043		7
两把		1044		5
两是		1045		5
两条		1046		17
两枪		1047		8
两样		1048		16
两根		1049		5
两次		1050		69
两段		1051		5
两点		1052		10
两版		1053		7
两眼		1054		7
两码事		1055		7
两种		1056		30
两级		1057		6
两者		1058		16
两脚		1059		5
两边		1060		22
两遍		1061		55
两道		1062		5
两部		1063		124
两部戏		1064		12
两集		1065		119
两面		1066		6
两颗		1067		11
严厉		1068		6
严密		1069		7
严格		1070		15
严肃		1071		35
严谨		1072		37
严重		1073		125
丧命		1074		5
丧失		1075		14
丧尸		1076		21
丧心病狂		1077		19
个个		1078		139
个二货		1079		8
个人		1080		422
个人感觉		1081		50
个人观点		1082		17
个别		1083		23
个头		1084		26
个子		1085		21
个性		1086		140
个样		1087		7
个点		1088		5
个脑		1089		19
个赞		1090		48
丫丫		1091		26
丫头		1092		75
丫有		1093		5
丫环		1094		14
丫鬟		1095		51
中人		1096		6
中共		1097		17
中医		1098		10
中午		1099		20
中华		1100		53
中华人民共和国		1101		7
中华儿女		1102		8
中华文化		1103		6
中华民国		1104		6
中华民族		1105		23
中原		1106		17
中国		1107		505
中国共产党		1108		5
中國		1109		10
中央		1110		23
中央军		1111		9
中奖		1112		10
中学		1113		23
中学生		1114		6
中将		1115		15
中尉		1116		11
中小		1117		5
中山		1118		5
中山装		1119		5
中带		1120		7
中年		1121		24
中年妇女		1122		6
中心		1123		31
中心思想		1124		6
中意		1125		24
中招		1126		6
中文		1127		108
中文字幕		1128		10
中文版		1129		12
中文翻译		1130		7
中日		1131		8
中是		1132		23
中有		1133		46
中期		1134		8
中条山		1135		6
中枪		1136		26
中校		1137		5
中毒		1138		46
中演		1139		16
中真		1140		6
中秋节		1141		5
中统		1142		11
中考		1143		5
中药		1144		6
中说		1145		7
中途		1146		25
中间		1147		197
中队		1148		5
丰富		1149		61
丰满		1150		23
丰田		1151		9
临时		1152		14
临时工		1153		6
临时演员		1154		8
临死		1155		9
临死前		1156		8
丸子		1157		17
丹丹		1158		20
丹江		1159		8
丹青		1160		5
为主		1161		24
为了		1162		594
为人处事		1163		5
为什		1164		7
为什么		1165		700
为何		1166		173
为啥		1167		303
为国		1168		5
为国捐躯		1169		7
为官		1170		10
为所欲为		1171		6
为数不多		1172		6
为止		1173		26
为此		1174		12
为民		1175		7
为重		1176		8
为难		1177		20
为首		1178		5
主义		1179		14
主人		1180		36
主人公		1181		35
主从		1182		7
主任		1183		45
主力		1184		13
主动		1185		48
主厨		1186		6
主叫		1187		10
主君		1188		18
主唱		1189		7
主好		1190		5
主子		1191		19
主宰		1192		8
主帅		1193		26
主席		1194		12
主张		1195		5
主意		1196		21
主打		1197		10
主持		1198		12
主持人		1199		21
主旋律		1200		9
主是		1201		12
主次		1202		5
主流		1203		7
主演		1204		296
主管		1205		7
主线		1206		23
主编		1207		7
主要		1208		244
主要演员		1209		7
主见		1210		25
主观		1211		11
主角		1212		414
主都		1213		13
主题		1214		34
主题曲		1215		98
主题歌		1216		8
丽丽		1217		18
丽亚		1218		6
丽人		1219		6
举个		1220		10
举办		1221		5
举动		1222		8
举手		1223		20
举手投足		1224		6
举报		1225		8
举枪		1226		5
举止		1227		13
举行		1228		8
乃是		1229		13
乃至		1230		6
久久		1231		19
久伴		1232		8
久违		1233		7
义务		1234		10
义女		1235		9
义子		1236		5
义气		1237		38
义父		1238		5
之一		1239		134
之上		1240		17
之下		1241		37
之中		1242		27
之争		1243		11
之事		1244		6
之人		1245		48
之作		1246		25
之光		1247		5
之内		1248		15
之分		1249		14
之前		1250		394
之力		1251		9
之名		1252		5
之后		1253		347
之地		1254		12
之城		1255		9
之士		1256		6
之处		1257		21
之夏		1258		10
之外		1259		48
之大		1260		6
之子		1261		15
之徒		1262		10
之心		1263		34
之恋		1264		26
之情		1265		18
之意		1266		5
之感		1267		6
之战		1268		8
之所以		1269		47
之手		1270		9
之星		1271		7
之术		1272		6
之极		1273		10
之歌		1274		5
之气		1275		8
之泪		1276		5
之流		1277		5
之爱		1278		13
之王		1279		30
之眼		1280		7
之神		1281		12
之类		1282		98
之翼		1283		5
之谜		1284		5
之身		1285		9
之道		1286		11
之间		1287		149
之际		1288		7
之雪		1289		7
乌云		1290		5
乌鸦		1291		8
乌龙		1292		16
乌龟		1293		20
乍一看		1294		9
乏味		1295		17
乐乐		1296		29
乐于助人		1297		7
乐儿		1298		7
乐器		1299		7
乐园		1300		11
乐意		1301		11
乐死		1302		18
乐美		1303		9
乐观		1304		16
乐视		1305		6
乐趣		1306		20
乐队		1307		11
乔乔		1308		7
乔峰		1309		17
乔帮主		1310		7
乔恩		1311		6
乔振宇		1312		12
乔振宇演		1313		5
乖乖		1314		66
乖乖女		1315		7
乖宝宝		1316		8
乖巧		1317		15
乘客		1318		7
九个		1319		9
九五至尊		1320		5
九十年代		1321		6
九天		1322		21
九妹		1323		6
九尾		1324		7
九尾狐		1325		10
九年		1326		11
九月		1327		11
九爷		1328		5
九阳		1329		5
九阴		1330		5
九阴真经		1331		6
九零		1332		11
乞丐		1333		35
也好		1334		228
也就是说		1335		25
也罢		1336		22
也许		1337		176
习俗		1338		10
习惯		1339		171
习惯性		1340		7
乡下		1341		27
乡下人		1342		8
乡亲们		1343		7
乡巴佬		1344		7
乡村		1345		48
乡镇		1346		5
书上		1347		27
书中		1348		9
书写		1349		7
书包		1350		8
书吧		1351		7
书呆子		1352		14
书法		1353		5
书生		1354		37
书记		1355		17
书里		1356		10
书香		1357		5
买不到		1358		8
买不起		1359		27
买个		1360		19
买单		1361		5
买卖		1362		12
买得起		1363		8
买房		1364		14
买房子		1365		8
买来		1366		7
买点		1367		6
买票		1368		6
买菜		1369		7
买车		1370		11
乱七八糟		1371		103
乱世		1372		31
乱世佳人		1373		6
乱乱的		1374		7
乱伦		1375		21
乱入		1376		15
乱写		1377		5
乱叫		1378		13
乱咬		1379		8
乱套		1380		15
乱扯		1381		5
乱搞		1382		31
乱改		1383		13
乱来		1384		20
乱演		1385		5
乱编		1386		7
乱舞		1387		6
乱讲		1388		10
乱说		1389		80
乱说话		1390		10
乱跑		1391		8
乱造		1392		10
乱骂		1393		9
乾坤		1394		21
乾隆		1395		29
乾隆年间		1396		6
了不起		1397		75
了解		1398		189
予以		1399		5
争个		1400		6
争取		1401		22
争夺		1402		13
争斗		1403		11
争权夺利		1404		5
争议		1405		13
争论		1406		6
争辩		1407		5
争霸		1408		9
争风吃醋		1409		7
事业		1410		55
事事		1411		16
事件		1412		51
事儿		1413		74
事先		1414		12
事务所		1415		5
事变		1416		5
事后		1417		7
事实		1418		76
事实上		1419		22
事实证明		1420		14
事情		1421		287
事故		1422		11
事是		1423		5
事物		1424		15
事理		1425		6
事能		1426		6
事迹		1427		9
二三		1428		9
二三十		1429		6
二两		1430		5
二个		1431		19
二人		1432		24
二人组		1433		7
二人转		1434		8
二代		1435		75
二位		1436		10
二分之一		1437		7
二十		1438		25
二十一		1439		7
二十万		1440		7
二十五		1441		5
二十几岁		1442		5
二十几年		1443		6
二十分钟		1444		5
二十多		1445		7
二十多岁		1446		5
二十多年		1447		7
二十岁		1448		9
二十年		1449		41
二叔		1450		14
二号		1451		71
二哥		1452		25
二奶		1453		16
二妈		1454		7
二妹		1455		10
二姐		1456		18
二娘		1457		5
二婚		1458		10
二嫂		1459		7
二字		1460		14
二季		1461		11
二宝		1462		5
二家		1463		10
二年		1464		9
二年级		1465		8
二当家		1466		9
二战		1467		28
二战时期		1468		6
二手		1469		8
二是		1470		18
二月		1471		8
二来		1472		7
二楼		1473		23
二次		1474		10
二次元		1475		6
二流		1476		7
二炮		1477		9
二爷		1478		15
二牛		1479		8
二百		1480		5
二百五		1481		21
二硕		1482		10
二笔		1483		7
二级		1484		11
二线		1485		5
二胡		1486		10
二蛋		1487		5
二货		1488		59
二遍		1489		6
二郎		1490		5
二郎神		1491		15
二郎腿		1492		5
二部		1493		31
二里		1494		7
二闹		1495		5
二集		1496		12
于妈		1497		7
于是		1498		45
于波		1499		10
于荣光		1500		6
于震		1501		11
亏了		1502		11
云中		1503		9
云云		1504		5
云儿		1505		8
云南		1506		15
云天		1507		6
云海		1508		8
云烟		1509		5
云端		1510		12
云里雾里		1511		6
云集		1512		12
云霄		1513		27
云龙		1514		5
互动		1515		11
互换		1516		14
互相		1517		60
互联网		1518		5
五万		1519		8
五个		1520		32
五六年		1521		5
五分钟		1522		22
五十		1523		16
五十万		1524		6
五千年		1525		13
五号		1526		12
五味		1527		6
五块		1528		5
五天		1529		7
五季		1530		6
五官		1531		43
五岁		1532		9
五年		1533		31
五年级		1534		7
五星		1535		8
五星红旗		1536		6
五月		1537		7
五月天		1538		10
五次		1539		7
五步		1540		5
五毛		1541		10
五毛钱		1542		7
五百		1543		5
五百年		1544		5
五秒		1545		6
五遍		1546		22
五集		1547		14
井冈山		1548		7
亚伦		1549		8
亚当		1550		6
亚洲		1551		25
亚纶		1552		9
亚裔		1553		7
亚视		1554		8
些许		1555		11
亡国		1556		12
交个		1557		6
交代		1558		49
交往		1559		17
交待		1560		10
交战		1561		5
交手		1562		6
交换		1563		13
交易		1564		11
交朋友		1565		5
交流		1566		32
交给		1567		23
交警		1568		10
交谈		1569		6
交通		1570		10
交通站		1571		7
交钱		1572		6
交集		1573		7
亦正亦邪		1574		10
产品		1575		26
产物		1576		11
产生		1577		53
产科		1578		5
亨利		1579		5
享受		1580		54
京剧		1581		6
京城		1582		21
京师		1583		5
亮亮		1584		9
亮亮的		1585		5
亮光		1586		5
亮出		1587		5
亮剑		1588		39
亮点		1589		99
亮相		1590		6
亮眼		1591		5
亲个		1592		6
亲亲		1593		28
亲人		1594		37
亲们		1595		40
亲儿子		1596		8
亲兄弟		1597		10
亲切		1598		45
亲吻		1599		11
亲和力		1600		5
亲嘴		1601		11
亲妈		1602		27
亲姐妹		1603		9
亲姐姐		1604		7
亲娘		1605		10
亲家		1606		14
亲密		1607		20
亲情		1608		36
亲戚		1609		42
亲手		1610		21
亲热		1611		13
亲爱		1612		45
亲爸		1613		5
亲爹		1614		26
亲王		1615		14
亲生		1616		56
亲生女儿		1617		6
亲眼		1618		5
亲眼看见		1619		5
亲自		1620		36
亲身		1621		11
亲身经历		1622		7
亲近		1623		6
亵渎		1624		5
人上		1625		7
人不可貌		1626		10
人丑		1627		12
人世间		1628		10
人为		1629		20
人之常情		1630		9
人事		1631		14
人人		1632		69
人人平等		1633		6
人们		1634		117
人会		1635		43
人住		1636		6
人体		1637		12
人像		1638		8
人儿		1639		5
人别		1640		5
人到		1641		10
人剧		1642		5
人力		1643		7
人去		1644		31
人参		1645		7
人口		1646		18
人名		1647		10
人呐		1648		6
人员		1649		64
人命		1650		20
人和事		1651		5
人品		1652		54
人善		1653		10
人嘛		1654		15
人士		1655		21
人多		1656		26
人大		1657		15
人太		1658		27
人太多		1659		18
人头		1660		15
人好		1661		66
人妖		1662		32
人妻		1663		11
人学		1664		6
人家		1665		617
人少		1666		13
人工		1667		7
人工呼吸		1668		5
人帅		1669		8
人带		1670		5
人干		1671		7
人当		1672		5
人影		1673		5
人得		1674		7
人心		1675		99
人性		1676		100
人性化		1677		5
人情		1678		20
人情世故		1679		11
人情味		1680		22
人想		1681		13
人才		1682		187
人换		1683		11
人教		1684		6
人敢		1685		8
人数		1686		25
人文		1687		7
人无完人		1688		6
人时		1689		8
人有		1690		56
人杀		1691		9
人权		1692		7
人来		1693		49
人来演		1694		16
人样		1695		5
人格		1696		17
人格分裂		1697		10
人格魅力		1698		12
人死		1699		31
人比		1700		9
人民		1701		99
人民币		1702		42
人气		1703		50
